,Review_title,Review_text,Ratings
2945,Did not meet expectations,Worst laptop in life speakers are worst and there is no responce of flipkart to return refund or exchange this is very bad dont buy,1
2946,Very Good,"Overall laptop is fine compact and good in performance, but sound is very low....",4
2947,Simply awesome,Bestest laptop,5
2948,Great product,"So far good experience, been a month. Good performance, ok graphics but upto 720 p games you can run.",5
2949,Good choice,"Overall it's a very good laptop for home work except it's sound quality and charging issue,
So I am not recommend you,
Better get a lower specification laptops, don't waste money to buy this laptop.",4
2950,Delightful,Battery is a big drawback here and if you are an after effects beginner you may think 16 gb without graphics card is enough but if you want to do VFX or 3d animation kina stuffs u need graphics card ❤️ !,4
2951,Worst experience ever!,Worst online shopping,1
2952,Excellent,"One of the best student laptop under 50000 .For coding, office work and also for who love Pc game , they can also play light games like Valorant.
the processor used in this laptop(Ryzen 5500u )is one of the best processor available in this price range.",5
2953,Wonderful,"I got my laptop delivered and this is a solid one.
Ryzen 5 does all the normal work very efficiently.
It's comes preloaded with windows 11 and Ms office 2021 with lifetime validity and one good thing is that with this laptop is that,that it comes with 2 year warranty.
Overall a good experience with this.
Build quality is 👍
Speakers are decent
Display are avg not like ips but it's normal you can manage it
Overall value for money product",4
2954,Value-for-money,Very good product and awesome and perfect quality and performance is the best,4
2955,Terrific,"Damm This is a beast Laptop under 50k.
I got this laptop as low as 45k and the design, performance and battery backup is too good. I'm obsessed with backlight keyboard loved it 🤩
Pretty decent design and looks so cool 🥰",5
2956,Terrific purchase,"Awesome performance. Amd ryzen 5 and amd graphics.
Build quality is so good in this price.
Battery back up very well upto 6 - 7 hrs.
Screen quality not bed. Not ips level quality but very nice.
Without any issues.
Sound quality is pretty good. Dolby sound.
Keyboard and it's led back-lit is so cool. I like it.
And 2 years warranty. 65w fast travel adapter.
Overall this is the best laptop under RS: 50000.
This laptop suitable for office use, education purposes video or photo editing, coding, Ja...
READ MORE",5
2957,Value-for-money,"It is my first laptop it says 1.65 kg in description but it's a bit more heavy like somewhere around 2.kg build quality is good so quick and fast battery🔋 is also lasts upto 7-8 hours display is normal display would have been better if it was an ips display but ips display's consume more 🔋
Webcam is also decent just need the proper lighting for good video chats, yeah overall one thing I will say in this price range around 50k we middle class people always need to make some compromises I com...
READ MORE",4
2958,Simply awesome,Classic and elegant design !! Fast and responsive !!,5
2959,Nice product,"Every this is blazing fast
But TN display is not worth it n speakers are average better to go with asus series where you get good package overall",4
2960,Very Good,"After a week I used it you just unbelievable it's lovey
For student and office work it is really good
Backlit keyboard is awesome
And better backup is also good",4
2961,Wonderful,"overall performance was good .... build quality of the product is satisfied..
battery backup its fully depends upon your works if you are browsing it will come 8 hours..
if you are watching movie or playing games it will come only 3 hours..

full HD display was good...

sound quality just okay ...

design and other things are good

but kindly note in this laptop not having LAN port .",4
2962,Excellent,"One of the best student laptop under 50000 .For coding, office work and also for who love Pc game , they can also play light games like Valorant.
the processor used in this laptop(Ryzen 5500u )is one of the best processor available in this price range.",5
2963,Wonderful,"I got my laptop delivered and this is a solid one.
Ryzen 5 does all the normal work very efficiently.
It's comes preloaded with windows 11 and Ms office 2021 with lifetime validity and one good thing is that with this laptop is that,that it comes with 2 year warranty.
Overall a good experience with this.
Build quality is 👍
Speakers are decent
Display are avg not like ips but it's normal you can manage it
Overall value for money product",4
2964,Value-for-money,Very good product and awesome and perfect quality and performance is the best,4
2965,Terrific,"Damm This is a beast Laptop under 50k.
I got this laptop as low as 45k and the design, performance and battery backup is too good. I'm obsessed with backlight keyboard loved it 🤩
Pretty decent design and looks so cool 🥰",5
2966,Terrific purchase,"Awesome performance. Amd ryzen 5 and amd graphics.
Build quality is so good in this price.
Battery back up very well upto 6 - 7 hrs.
Screen quality not bed. Not ips level quality but very nice.
Without any issues.
Sound quality is pretty good. Dolby sound.
Keyboard and it's led back-lit is so cool. I like it.
And 2 years warranty. 65w fast travel adapter.
Overall this is the best laptop under RS: 50000.
This laptop suitable for office use, education purposes video or photo editing, coding, Ja...
READ MORE",5
2967,Value-for-money,"It is my first laptop it says 1.65 kg in description but it's a bit more heavy like somewhere around 2.kg build quality is good so quick and fast battery🔋 is also lasts upto 7-8 hours display is normal display would have been better if it was an ips display but ips display's consume more 🔋
Webcam is also decent just need the proper lighting for good video chats, yeah overall one thing I will say in this price range around 50k we middle class people always need to make some compromises I com...
READ MORE",4
2968,Simply awesome,Classic and elegant design !! Fast and responsive !!,5
2969,Nice product,"Every this is blazing fast
But TN display is not worth it n speakers are average better to go with asus series where you get good package overall",4
2970,Very Good,"After a week I used it you just unbelievable it's lovey
For student and office work it is really good
Backlit keyboard is awesome
And better backup is also good",4
2971,Wonderful,"overall performance was good .... build quality of the product is satisfied..
battery backup its fully depends upon your works if you are browsing it will come 8 hours..
if you are watching movie or playing games it will come only 3 hours..

full HD display was good...

sound quality just okay ...

design and other things are good

but kindly note in this laptop not having LAN port .",4
2972,Perfect product!,A good product to consider if u r having a budget of around 40k.. a nice look ..having good keyboard..so as typing experience with 6 hours around battery and mainly having a super performance bcoz of its processor.,5
2973,Pretty good,"Everything is awesome in case of performance and speakers , multitasking.
Pros:
It can run multi windows four heavy applications at a time .
It is very good students and multitasking.
The speakers are good and high enough to listen
Cons:
The battery backup is medium about multimedia other cases like coding and editing it gives good battery backup.
The main disadvantage is the screen it is LCD looking like not so good.
It has only 2gb amd Radeon graphics so you can't play heavy games and some...
READ MORE",4
2974,Great product,Veryy very capable laptop🔥only downside is the display bake everything is perfect.😁super satisfied😁🔥,5
2975,Super!,Good 👍,5
2976,Very Good,"Good design
Good quality
Good keypad
Good touch pad
Poor display quality with good brightness
Not a gaming laptop
Good for official work",4
2977,Worth the money,"Giving this review after using for 7days:

*Slik design
*Decent colour
*Great performance

Cons: I am little disappointed 😞 with picture quality...U can actually see the display with certain angle...",4
2978,Just wow!,"Best laptop in market in this price
Look is very attractive and good performance",5
2979,Good quality product,Nice one,4
2980,Just wow!,"Thank u Flipkart for wonderful product, just loved it",5
2981,Wonderful,"Nice laptop at 50K , good performance, but finger print is not available.",4
2982,Fabulous!,"Got this laptop last week, performance is good and light weight, easy to carry. Charger also small in size to carry easily 😁",5
2983,Excellent,👍👍👍 great product,5
2984,Fabulous!,Very nice,5
2985,Just wow!,Very nice product,5
2986,Very Good,Working good,4
2987,Terrific purchase,Best in this segment 👍,5
2988,Good,"Performance wise it is good but the edges of the laptop will start to wear out.
The screen got scratches from Day 1 itself.",3
2989,Mind-blowing purchase,"Really booting time very less, few games run good but found little heating, while play.
Normal work , perfect budget laptop.",5
2990,Just wow!,"Review after 15days use

1.performance good...
2.Battery backup is also enough about 5-6hours rough use
3. Windows 11 amazing working
4. All over good at this price
5. Build quality average

Best leptop only 2things missing

1.Finger print and
2.matalic body",5
2991,Good choice,All good but the display is very poor...if you look the display 35 degree angle it will show negetive...its very disgusting...,4
2992,Delightful,"It's worth of money
It's good for students",4
2993,Fabulous!,"Worth the price, especially with Ryzen 5. The absence of a fingerprint sensor is a minor drawback.",5
2994,Super!,"Amazing product
Every thing is always 💯 satisfied
I love ❤ it",5
2995,Fabulous!,Value for money. Good product. Thanks for flipkart,5
2996,Fabulous!,"Giving this review after 3 day of use .It comes with all the features given in the details.it is running smoothly 4-5 application together.battery backup is upto 5-6 hours while running continuesly . Display is average type negetive from downside and whitish from upper side . Sound quality is good but not so loud other mobile phones have much louder speaker then this . No heating issue after heavy use of Photoshop, AutoCAD, fl-studio and internet running for 1 hour...",5
2997,Value-for-money,"In terms of looks it's good.
Feature loaded laptop with good performance.
I feel audio quality could have been improved with better speakers",4
2998,Highly recommended,Best laptop according to me. It is value for money,5
2999,Best in the market!,Great value for Money with better quality products. Thanks so much for Flipkart as well the seller...,5
3000,Value-for-money,Except display everything good,4
3001,Very Good,Features are as expected. A good one for basic usage. But screen quality could have been better. It's very thin and need to handle it bit carefully.,4
3002,Great Laptop,Product is good but Lenovo warranty period shows only 22 months remaining,5
3003,Really Nice,"Really Best laptop for students. But it's display is fade that's way i not recommend to any who wants for editing purpose.
But overall except display laptop is best.",4
3004,Brilliant,"It was awsome.... Without any second opinion just go for it guysss....... 💗
I am in love with that device... ❤❤❤❤❤❤❤❤❤❤❤❤",5
3005,Delightful,"Performance is best in range
But display 0 star viewing angle very bad",4
3006,Really Nice,Nice,4
3007,Nice,If you want laptop with best performance then only buy this laptop... because display of this laptop is total let down...i regret buying this laptop as display quality is poor 😑.,3
3008,Classy product,Absolutely love,5
3009,Just okay,"Display quality is not good. Very dull screen.
Build quality is average.
My 8 year old HP laptop has better display and build quality.

Battery backup and processing speed is very good. I am satisfied.",3
3010,Unsatisfactory,"Suddenly the laptop hangs and it makes some buzzing noise, forced to restart, in 2 weeks time. It has happened multiple times.",1
3011,Did not meet expectations,Bettry Not a Good because Lenovo's say battery backup is 11hr but battery backup is only from 2hr to 3hr,1
3012,Brilliant,Great 👍,5
3013,Must buy!,"Ryzen u series processors reduce the RAM available for usage due to usage by graphics chip. Out of 8 gb, barely 4gb is available, rest is used by the system",5
3014,Just okay,"Display is very poor. I am not satisfied with display. I tried to return it. But it has no return policy ,it has replacement policy only. It has only 474 gb space with apps.",3
3015,Wonderful,This laptop is fully allrounder In this price category I'm fully satisfied,4
3016,Super!,I like this laptop battery backup is good,5
3017,Worth every penny,Good,5
3018,Wonderful,very good,5
3019,Wonderful,Good,5
3020,Nice product,Value for money product,4
3021,Simply awesome,Good product,5
3022,Awesome,Best condition fast delivery and great quality,5
3023,Good,Is lagging some time,3
3024,Super!,Osm value for money,5
3025,Simply awesome,Best laptop at this budget range.,5
3026,Best in the market!,Awesome product,5
3027,Just wow!,Awasome products...,5
3028,Worth the money,Good 😊 nice laptop 💻👍😉,4
3029,Good choice,Nice,4
3030,Horrible,"Worst laptop ,always it hang ups ,please Don't buy this .",1
3031,Not good,"This product also slow hang upto mouse point ,i m not satisfication , some person also rating is there in flipkart. I am also purchases but this is also slow product ,",2
3032,Classy product,Value for money just go for it🔥,5
3033,Good,"screen size is 15inches not 15.6
low audio",3
3034,Decent product,Better backup is too bed,3
3035,Not recommended at all,Display quality is not good and When I was restart the laptop inside fan will start automatically and make more noise it indicates cpu problem,1
3036,Decent product,MS OFFICE 2021 comes with only 60days and warranty is only 22 months with 430gb free space on 500gb ssd,3
3037,Absolute rubbish!,One of the worst decision to chose this laptop.,1
3038,Perfect product!,Nice laptop in this price range u can go for it 👍👍👍,5
3039,Best in the market!,Over power,5
3040,Delightful,Good product,4
3041,Good,Good,5
3042,Value-for-money,Very good work,4
3043,Terrific,Good product,5
3044,Perfect product!,Very good,5
3045,Good choice,"High performance,
Design is also good,",4
3046,Nice product,The product is okayish . It's fine according to the price but it blacked out once or twice on the day it came else it's fine,4
3047,Awesome,"The best laptop , good for light gaming and coding and online education",5
3048,Highly recommended,It's good,5
3049,Absolute rubbish!,Poor quality product,1
3050,Perfect product!,"It's too good than other Lenovo features on value for money. I like it's design
Overally it's too much better for students and software's",5
3051,Delightful,It's quite good in this price range...,4
3052,Utterly Disappointed,"Camera isn't working, nearby share also not working",1
3053,Wonderful,"Excellent performance
Best value for money laptop
Excellent Screen to Body ratio
Best laptop in this Range

And the Best Thing is that
It's MADE IN INDIA🇮🇳🇮🇳🇮🇳🇮🇳",5
3054,Value-for-money,"Very Good product . I am little bit upset with Display quality , and somehow buildquality is not as good as provided by Dell or HP , but this laptop is very economical and good for students .",4
3055,Value-for-money,Very good laptop in running used,4
3056,Best in the market!,product is a very nice,5
3057,Great product,Good,5
3058,Super!,Good,5
3059,Terrific,Very very nice and powerful laptop🤩,5
3060,Great product,Good,5
3061,Nice product,Nice laptop but screen display and battery backup is average (Max 4 hours).,4
3062,Perfect product!,A good product to consider if u r having a budget of around 40k.. a nice look ..having good keyboard..so as typing experience with 6 hours around battery and mainly having a super performance bcoz of its processor.,5
3063,Pretty good,"Everything is awesome in case of performance and speakers , multitasking.
Pros:
It can run multi windows four heavy applications at a time .
It is very good students and multitasking.
The speakers are good and high enough to listen
Cons:
The battery backup is medium about multimedia other cases like coding and editing it gives good battery backup.
The main disadvantage is the screen it is LCD looking like not so good.
It has only 2gb amd Radeon graphics so you can't play heavy games and some...
READ MORE",4
3064,Great product,Veryy very capable laptop🔥only downside is the display bake everything is perfect.😁super satisfied😁🔥,5
3065,Super!,Good 👍,5
3066,Very Good,"Good design
Good quality
Good keypad
Good touch pad
Poor display quality with good brightness
Not a gaming laptop
Good for official work",4
3067,Worth the money,"Giving this review after using for 7days:

*Slik design
*Decent colour
*Great performance

Cons: I am little disappointed 😞 with picture quality...U can actually see the display with certain angle...",4
3068,Just wow!,"Best laptop in market in this price
Look is very attractive and good performance",5
3069,Good quality product,Nice one,4
3070,Just wow!,"Thank u Flipkart for wonderful product, just loved it",5
3071,Wonderful,"Nice laptop at 50K , good performance, but finger print is not available.",4
3072,Excellent Product at this Price!,"I bought this laptop during BBD kickstarter sale and got a great deal. Few things I want to highlight:

1. i9 12th Gen with base frequency of 2.9 GHz, not 3.8 GHz - there's a mistake in product description. It can handle all the tasks smoothly.
2. RXT 3060 with maximum 140w TGP, more than capable of running any game smoothly.
3. The display is one of the greatest, QHD with 165Hz refresh rate and 3ms sync time. Perfect for esports players.
4. Solid build quality. Lid and Keyboard flex is not e...
READ MORE",5
3073,Really Nice,works perfectly as mentioned i was worried about the screen but its really bright and sharp the only problem i have is that it's a fingerprint magnet it takes a lot of time to clean them,4
3074,Awesome,"In simple words it is a beast.
In every aspect it is perfect except battery life and one thing is that CPU base clock speed 2.9Ghz not 3.8Ghz but it won't be a problem because it will increase its clock speed as per requirement to upto 5 GHz.
(For RTX 3060 yes TGP is 140W)",5
3075,Fabulous!,Its performing way better than i expected. With 14Cores i9 intel chip and Geforce RTX 3060 its one of the best mid ranger. Absolute Gem.,5
3076,Wonderful,Best specifications and high performance,5
3077,Worth every penny,Received sealed product rtx 3060 is cool 140 watt tgp and core i9 12 th gen is beast.Performace of the laptop is ultimate,5
3078,Worth every penny,It is really a beast in this product range..,5
3079,Fair,"Bad experience that I got is one of the fan making a bad noise always...it's irritating and other one is working silently...
This is only the bad review feel from my side...

And the performance base it's very nice and fast .. truly love it..
game performance is very super..
Battery backup never expect guys🤣🤣lol
Hey seller
Can i get replacement of my product ? Due to the fan noise",3
3080,Super!,"The Laptop Is Beast In performance
The Processor can clock 4.5+ GHz in Performance mode
GPU is 140W
And You can do all tasks without delay or lag, Rendering, Video Editing , Gaming",5
3081,Perfect product!,"At this point one of the best laptops to go for. The specs that we are getting for this price are incredible, but the highlight of this laptop is its cooling system which is incredible. At extreme and turbo mode the laptop always remains cool regardless of what you throw at it...Overall I'm happy with this laptop.",5
3082,Pretty good,"Great laptop. Good graphics, moderate battery life(upto 4-5hrs), excellent design, amazing audio quality with good graphics. The only thing I don't like about this laptop is it's camera. It's a bit blurry. The processor is fast, no hanging issue at all. Overall, a good laptop at this price range! Plus, fingerprint sensor is present( even though it's not given in the description of this laptop).The battery backup could have been better.",4
3083,Super!,"Very good laptop 😍😍, finger print sensor is also there , battery backup is of 6 hours ,it get fully charged in almost 1 hr 20 min, i have purchased it on 29 th may, till date I am very satisfied by this product,dispaly is awesome, sound is too good , everything is Perfect in this ,i myself searched a lot of laptops before buying it , thank you Flipkart for upholding my trust on you 💓💓, go for it guys 🌺🌺✨✨",5
3084,Terrific purchase,Imagine deal on flipkart I am buying on flipkart and my experience is really vry good this leptop really unexpected price on this leptop and specifications and all design looking awesome and also value of money 💰 so my experience to u going to another brand to buy leptop u can buy this leptop so better leptop as compared another brand this price.. nice product and genius..,5
3085,Super!,Hi guys Laptop is too good slim and trim and volume is also good but i think display is not that level but thats ok . In this budget all configuration is too good ...,5
3086,Does the job,All are perfect but display is very bad.only one person is suitable to watch the videos .more than one person it's not suitable to watch videos because of screen is blurr.no back light keyboard so it's difficult to do the work at night time,3
3087,Simply awesome,"After using this laptop with the 3 day working continusely ,I got better experience with this asus I am very satisfied with that if you want to do any online and offline work you can do that with the help of this thanks asus",5
3088,Classy product,"For me its a good laptop but am not really happy with its display ,no backlit keyboard ,camera not good ,speaker is average,battery backup upto 5 hours ,very first boot up time(6-7 sec),finger print is awesome ,ssd 250 G.B and hdd 1 T.B ,intel core i5 11 generation processer works very first ,a lil bit charger heating up while charging over all its a good product in this price ,i got a windows update msg after i completed my lapy setup for the first time",5
3089,Highly recommended,I am very happy with this laptop and performance was too good and price is also good but there is not one thing that is backlit keyboard but I don't that you will need it and performance was too good.. Battery is about 5 hours if you use it for office and study and if you use it for gaming then it is of 3.5 hours ....😍😍😍,5
3090,Super,"Excellent product. i5 11th Generation. 1 TB HDD + 256 SSD for fast processing and more storage space.
I got this product around Rs. 38,000/- after offer and cash book.
Nice look and very sleek",5
3091,Highly recommended,Nice laptop better than vivobook 14 performance is well and good price is also nice,5
3092,Pretty good,"Great laptop. Good graphics, moderate battery life(upto 4-5hrs), excellent design, amazing audio quality with good graphics. The only thing I don't like about this laptop is it's camera. It's a bit blurry. The processor is fast, no hanging issue at all. Overall, a good laptop at this price range! Plus, fingerprint sensor is present( even though it's not given in the description of this laptop).The battery backup could have been better.",4
3093,Super!,"Very good laptop 😍😍, finger print sensor is also there , battery backup is of 6 hours ,it get fully charged in almost 1 hr 20 min, i have purchased it on 29 th may, till date I am very satisfied by this product,dispaly is awesome, sound is too good , everything is Perfect in this ,i myself searched a lot of laptops before buying it , thank you Flipkart for upholding my trust on you 💓💓, go for it guys 🌺🌺✨✨",5
3094,Terrific purchase,Imagine deal on flipkart I am buying on flipkart and my experience is really vry good this leptop really unexpected price on this leptop and specifications and all design looking awesome and also value of money 💰 so my experience to u going to another brand to buy leptop u can buy this leptop so better leptop as compared another brand this price.. nice product and genius..,5
3095,Super!,Hi guys Laptop is too good slim and trim and volume is also good but i think display is not that level but thats ok . In this budget all configuration is too good ...,5
3096,Does the job,All are perfect but display is very bad.only one person is suitable to watch the videos .more than one person it's not suitable to watch videos because of screen is blurr.no back light keyboard so it's difficult to do the work at night time,3
3097,Simply awesome,"After using this laptop with the 3 day working continusely ,I got better experience with this asus I am very satisfied with that if you want to do any online and offline work you can do that with the help of this thanks asus",5
3098,Classy product,"For me its a good laptop but am not really happy with its display ,no backlit keyboard ,camera not good ,speaker is average,battery backup upto 5 hours ,very first boot up time(6-7 sec),finger print is awesome ,ssd 250 G.B and hdd 1 T.B ,intel core i5 11 generation processer works very first ,a lil bit charger heating up while charging over all its a good product in this price ,i got a windows update msg after i completed my lapy setup for the first time",5
3099,Highly recommended,I am very happy with this laptop and performance was too good and price is also good but there is not one thing that is backlit keyboard but I don't that you will need it and performance was too good.. Battery is about 5 hours if you use it for office and study and if you use it for gaming then it is of 3.5 hours ....😍😍😍,5
3100,Super,"Excellent product. i5 11th Generation. 1 TB HDD + 256 SSD for fast processing and more storage space.
I got this product around Rs. 38,000/- after offer and cash book.
Nice look and very sleek",5
3101,Highly recommended,Nice laptop better than vivobook 14 performance is well and good price is also nice,5
3102,Terrific purchase,Good and worth for money... Thank you flipkart for safe delivery...,5
3103,Worth every penny,"This laptop is super amazing
:Very fast because of ssd
:Superb display
:Battery backup is around 4-5 hours
:Keyboard is also good
:Fingerprint is also in this laptop",5
3104,Worth the money,Nice display and the battery comes upto 4hrs.the performance was really awsome. The biggest drawback is camera.,4
3105,Very Good,I use this laptop 1 week performance is good value for money product highly recommend product,4
3106,Excellent,"Super quality and working Super
Design best",5
3107,Perfect product!,i5 11gen 1tb+256ssd with fingerprint n inbuilt iris GC all under 50k jst close ur eyes n buy,5
3108,Wonderful,Awesome go for it ☺️☺️♥️♥️,4
3109,Terrific purchase,Good,5
3110,Good quality product,"Overall Laptop is good.

ASUS SHOULD ADD THE RJ45 LAN TO TYPE C CONVERTOR ALONG WITH THIS LAPTOP which will be supportive to this product.

The biggest drawback of ASUS is that they have eliminated the RJ45 LAN connection port channel from the Laptop hardware device and they haven't provided additional and supported Asus LAN converter along with driver details which will kept the sale for this on back foot. I'M struggling badly due to this, either I need support from ASUS team else I have to ...
READ MORE",4
3111,Terrific,"Nice product but prise range so high
For this configuration",5
3112,Very poor,Display problem on very first day. Screen Flickers more often. There's no refund option. Huge disappointment. Didn't expect such return policy from flipkart.,1
3113,Nice,It was nice but when I buy it was showing no finger print but the finger print is there.liked product.,3
3114,Wonderful,Best of best...,4
3115,Decent product,Everything is fine but battery life is not upto the mark.,3
3116,Brilliant,"The laptop working speed is too good. I don't have any issue, I am using this laptop from last 3 month till today personally I don't see any problem.",5
3117,Good,I buy this laptop 2 days back.. But in this 1 big problem I face. Adaptor very early face heat..problem...,3
3118,Good quality product,"Everything is good apart from its keyboard , Backlit keyboard is missing which is a downside these days.",4
3119,Mind-blowing purchase,Very nice product,5
3120,Really Nice,"Performance is good...
Need to improve display quality as when we charge it's display quality brightness improve...
Apart best Laptop. 1 TB HDD + 256 SSD response good.
Sound is also good...at.least give doubly Sound Atoms.",4
3121,Mind-blowing purchase,"Totally value for money,
Good lappy in this range of price,
Speed is impressive, no hanging issue,
I bought this laptop at 49,990/-
Now after 1 month of using this laptop I will say that really this laptop is so good , Go for it guys of you are looking for laptop in this range.",5
3122,Just wow!,Nice laptop..will update after few mohths use...,5
3123,Useless product,There is audio and hang problem with in 7 days,1
3124,Worth every penny,Best use for office work,5
3125,Wonderful,Superb laptop guys... Please go for it #paisaWasol,5
3126,Don't waste your money,"Camera is too weast , not worth of money, don't buy this laptop",1
3127,Hated it!,Worst laptop,1
3128,Very poor,"Display screen is not an led screen, the performance is also just ok",1
3129,Very Good,not bad,4
3130,Classy product,Excellent performance,5
3131,Great product,Nice piece value for money,5
3132,Super!,Good,5
3133,Very poor,"Do not buy this product. They are selling faulty Asus laptops. And it's not refundable, and the return process is next level. Screen flickering starts,screen black , laptop switch off automatically, and it's just the second day of the us",1
3134,Moderate,Very poor display.,2
3135,Awesome,Just awesome👍 and i really like it all over good Spsifiction,5
3136,Best in the market!,nice product,5
3137,Highly recommended,"Great laptop running very smoothly , everything found perfect",5
3138,Brilliant,Good product,5
3139,Fair,Good,3
3140,Worst experience ever!,Camera quality in very poor,1
3141,Must buy!,"Good , in this budget",5
3142,Good,Camera is blurry... Battery life also poor .. overall working is good,3
3143,Moderate,Display was shaking nd showing dots... network connectivity is very bad... don't buy it...go for the other option...!,2
3144,Excellent,as compared to other laptops this laptop's display looks like yellowish colour and picture quality is not up to that level but the performance is very good 👍👍,5
3145,Great product,Best laptop in 39000.But battery life isn't so good.,5
3146,Brilliant,Value for money,5
3147,Absolute rubbish!,Battery backup is 30 minutes. Don't buy this laptop if you can't buy inverter.,1
3148,Pretty good,"Display is good but mate finish
Battery was very bad 😔",4
3149,Super!,Nice,5
3150,Awesome,Go to Product...sleek design amazing performance.,5
3151,Expected a better product,very bad product note keypad light,2
3152,Good quality product,Nice product,4
3153,Worthless,The laptop mouse pad is not working,1
3154,Just wow!,Absolute Value for Money and the best ever deal compare to any other platform.,5
3155,Don't waste your money,Not buys this laptop 3 day haging issue,1
3156,Wonderful,Quality product,5
3157,Good quality product,Good than expected,4
3158,Very Good,Value for money must need this laptop.,4
3159,Terrific,Good,5
3160,Highly recommended,Supper laptop must buy it .,5
3161,Great product,Good,5
3162,Best in the market!,Best quality,5
3163,Good quality product,Good value of money .,4
3164,Worth every penny,Excellent for daily works with 3 hrs battery back up...,5
3165,Classy product,I bought it I am quite satisfied one thing that I didn't liked about it is it's battety backup.,5
3166,Terrific purchase,More than the product the miracle happened to me was flipkart delivered the product before expected delivery,5
3167,Worth the money,"Apart battery backup, everything is great. Battery back could have been better.",4
3168,Simply awesome,Top at all,5
3169,Does the job,"This is a performance oriented laptop for office work. Start up and shutdown is really fast due to the 256gb ssd. Build quality feels good. This laptop is definitely not built for gaming.

Pros:
Good Performance
Sturdy keyboard
Great build quality
Finger print sensor works like a charm
Windows 11 Support
MS Office 19 included for lifetime
Above average sound quality

Cons:
Terrible vieweing angles
Very poor display
No backlit keyboard
Average battery backup",3
3170,Worst experience ever!,Not charging beyond 79%,1
3171,Fair,Laptop alos best all features but one problem i faced camera totally bad response 😤😤😤,3
3172,Worst experience ever!,On first day itself the screen got shaking for no reason.,1
3173,Not recommended at all,Worst,1
3174,Horrible,DONT BUY THIS PRODUCT,1
3175,Worst experience ever!,Very bad laptop. I lost my money after buying this laptop. Within one month mother board change. Asus serves is very bad. After repairing laptop heating issue. I can't live stream with this laptop bcz during streaming laptop hang and prosser heating issue. Plz don't buy this laptop if u don't want to waste your money.,1
3176,Terrible product,"Battery not good, backup too poor. Other things are fine",1
3177,Classy product,Everything is good at this price apart from Camera. Camera quality could have been better !,5
3178,Just wow!,"Good products love it'
,, >.<🤗🤗🤗🤗🤗",5
3179,Brilliant,Its was amazing and the features of this laptop is good,5
3180,Worth the money,Good for normal work,4
3181,Unsatisfactory,Waste of money don't buy this laptop,1
3182,Highly recommended,Good product,5
3183,Worst experience ever!,This laptop is not working properly,1
3184,Value-for-money,Good,4
3185,Must buy!,Super product for student's,5
3186,Fabulous!,Very good,5
3187,Nice,"Horrible battery, charge gets exhausted soon",3
3188,Terrific,"The best in this price range..
Good for home and study purpose",5
3189,Wonderful,Display is look like whitish.,5
3190,Brilliant,Good and work Soomthly,5
3191,Fabulous!,Very smart and nice. great deal,5
3192,Terrific purchase,Good and worth for money... Thank you flipkart for safe delivery...,5
3193,Worth every penny,"This laptop is super amazing
:Very fast because of ssd
:Superb display
:Battery backup is around 4-5 hours
:Keyboard is also good
:Fingerprint is also in this laptop",5
3194,Worth the money,Nice display and the battery comes upto 4hrs.the performance was really awsome. The biggest drawback is camera.,4
3195,Very Good,I use this laptop 1 week performance is good value for money product highly recommend product,4
3196,Excellent,"Super quality and working Super
Design best",5
3197,Perfect product!,i5 11gen 1tb+256ssd with fingerprint n inbuilt iris GC all under 50k jst close ur eyes n buy,5
3198,Wonderful,Awesome go for it ☺️☺️♥️♥️,4
3199,Terrific purchase,Good,5
3200,Good quality product,"Overall Laptop is good.

ASUS SHOULD ADD THE RJ45 LAN TO TYPE C CONVERTOR ALONG WITH THIS LAPTOP which will be supportive to this product.

The biggest drawback of ASUS is that they have eliminated the RJ45 LAN connection port channel from the Laptop hardware device and they haven't provided additional and supported Asus LAN converter along with driver details which will kept the sale for this on back foot. I'M struggling badly due to this, either I need support from ASUS team else I have to ...
READ MORE",4
3201,Terrific,"Nice product but prise range so high
For this configuration",5
3202,Awesome,One of the best laptops in these price segment if u r a gamer this laptop is for you,5
3203,Wonderful,U can buy this laptop without any doubt. It's one of the best laptop on this price category. I just love it🥰😍🥰😍,5
3204,Fabulous!,I just loved it a complete laptop the sexiest is the key board and light strip,5
3205,Terrific,"I just got it for 82k and this is best value for money laptop.
It is one of the best gaming laptop.
It's performance and design can't be described in words.
If u want a laptop under 90k then blindly go for it.",5
3206,Super!,the perfect one!,5
3207,Good choice,"the design is awesome, definitely looks like a hard ore gaming laptop,

expected its performance to be better than my earlier laptop which had ryzen 5 - 3rd gen processor, but so far ryzen 7 - 6th gen processor power is not yet visible, some issues in memory management was visible, which might be due to windows 11

it was not having nvidia drivers pre installed",4
3208,Utterly Disappointed,Performance is awesome.. But found Screen Bleeding issue.. Display should be better..,1
3209,Terrific purchase,Best deal,5
3210,Value-for-money,Good but price is too high,4
3211,Bad quality,Got screen bleeding within a month. Display should have been better...,2
3212,Really Nice,"Bought this product a couple of days back and this is my initial impression.

Build: The laptop has a solid plastic build quality and is quite heavy (u cant expect much from a gaming laptop). The keyboard has a nice tactile feedback and the trackpad is ok. The phantom grey color gives this an old school, conventional looking laptop design. Wish Ryzen edition had the black color.

Screen: The screen is a major setback. You can see screen bleeding around the corners when under a black backgrou...
READ MORE",4
