,Review_title,Review_text,Ratings
1935,Lot of hardware issue,I am writing  a review  after one year use<br>Within one year 2 time issue<br>1 .keyboard  issue .. two time replace ..<br>2.speaker issue and mother board.<br>Once my warnty period  finish<br>Agin I face mother  board  issue..I have to replace mother board.<br>This product is built  quality is good.,1.0 out of 5 stars
1936,dv1001TU  - Reflective screen. Problems with Display Port for second monitor.,"&nbsp;I got the DV1001TU  model. Product description claims to be anti-glare screen but in fact, it is so highly reflective like a mirror, that I can comb my hairs using it; very uncomfortable to work on. Touchscreen laptops usually have reflective screens (like the one on the right in the video that I've uploaded), but this is not even touchscreen. Simply unacceptable screen quality. The product is not returnable; it's replacement only and Amazon makes it a walk through hell, to return this on account of false description.<br><br>Connecting second monitor over USB-C DP does not work; second display as well as the laptop display starts losing signal. Driver update makes not difference.<br><br>Windows 11 is preinstalled and its not easy to install Windows 10; drivers for SSD are missing if you try a clean install with ISO created with Windows Media Creation Tool.",1.0 out of 5 stars
1937,Laptop had a defective battery - Worst Experience ever from AMAZON &amp; HP,"Worst Amazon experience ever. This laptop arrived with a defective battery and even after 3 hours of charging, the battery level remained at 65% when the power cord was removed from supply. Immediately on removing the power cord the laptop shuts down. There is no matter any charge left on the laptop battery which seems to be defective. Never expected such a faulty product from HP. Very pathetic and really disappointed. Could not return it or replace it without booking an inspection appointment. Waiting for them to arrive and inspect it. Never buy HP products as they dont appear to be QC ed properly. Could not give a negative rating so selecting 1 star.<br><br>Edited - The inspection happened 2 days after requesting for replacement. The replacement laptop was approved and ordered. It took another 2 days for Amazon to ship and deliver. However, the delivery person refused to hand over the replacement and accept the defective laptop as he could not power it on!!<br><br>The actual defect was the battery and there was no way he could start it or power on without using the external power cord.<br><br>The delivery person left without accepting the inspected and marked defective laptop. I’m still waiting for confirmation that the laptop will be replaced. Pathetic experience from both Amazon and HP. Would have given negative 10 stars for Earth’s customer centric company if possible.",1.0 out of 5 stars
1938,Worst Product by HP @Hepty price,"&nbsp;1. I bought this laptop in exchange. Old laptop had a Lil crash on it. Delivery guy first denied to exchange as there was a small crack. When I said to back the new product he asked me some money and said he ll manage at his end. I didn't pay him. Later on he agreed to take old product and in case if it gets rejected in the policy he ll take back new laptop. But nothing went wrong so he didn't call me back after.<br><br>2. Please see the images and video. In just 6 months of use I faced display flickering issue. Even though it was under warranty, I had to run to service center for repair. They tried to reinstall OS but it was of no use. Finally they had to change the entire display and to my surprise even that didn't solve the issue.<br><br>I am still facing the same flickering of display issue.<br>Frustrated with the service and quality of the product.",1.0 out of 5 stars
1939,Battery is down to 78% of full design capacity after a year of use,"Battery is degraded to 78% of full design capacity after only a year. Talked to customer service, they have no idea how battery works and says full design capacity fluctuates charge by charge (WTF). Denied any repair or replacement. Service technicians have no idea what they are doing. Laptop heats up a lot (incredibly uncomfortable to hold), I think CPU power management tuning is not done properly, did it myself by reading windows documentation, dose not heat up that much now. Overall good machine but that battery issue is just not acceptable. Service is non existent, they will frustrate you till you give up. For you own peace of mind do not buy this laptop.",1.0 out of 5 stars
1940,worst product,"dont go for hp ., finger print not working properly and just after warrenty period facing ssd issue .,",1.0 out of 5 stars
1941,What actually I faced,Laptop confirugation in this price range are good but I recived the laptophas some issue in screen one pixcel on screen is not working properly,1.0 out of 5 stars
1942,Wrong Information,It claims to have MS Office home and student free for lifetime but after 10 months of usuage it shows that i need to subscribe it as it is valid for only 1 year.,1.0 out of 5 stars
1943,BEWARE- NEVER TRUST HP’S PRODUCT QUALITY OR MANUFACTURER WARRANTY,"In just 6 month, Laptop’s charging pin short circuited and burned the port as well.<br><br>HP claims 1 year manufacturer’ warranty which is a JOKE guys, beware of that.<br><br>Reached out to HP but they being a fraudster company Denied the manufacturer warranty , reasoning they don't cover accidents and Asked around 10 k for chargeable service.<br><br>Common, your product quality sucks man , own it up. Your charger pin short circuited without any liquid spill or moisture.<br><br>I have a 8 year old Dell laptop, and a 6 year old Acer . Both had no issues in the same house hold.<br><br>I will never trust this company again.<br><br>Cheap company , cheap product and utterly disappointing service.<br><br>It will work like charm UNTIL it can, and then the HP will start drilling more holes in your pocket .",1.0 out of 5 stars
1944,,,
1945,,,
1946,Terrible build quality,"Build of this laptop is absymal, low quality material used for the body.<br>And Amazon won't accept this as a reason for return, so I highly recommend not to buy this laptop, and shame on Amazon for not having a return option on the case of quality of a product.",1.0 out of 5 stars
1947,Stay away … faulty product. Waste of money,Within four months of purchase this laptop would switch off and refuse to open for days. I took HP support help and they changed motherboard and ram. Within 24 hrs the same issue was repeated and now nobody knows what to do. HP will not replace the laptop as it is now more than 6 months old and as a customer I am stuck.<br>So if you are me and want to avoid this situation stay away from purchase.,1.0 out of 5 stars
1948,Poor quality,Very poor quality product. Body seems and feel like plastic build,1.0 out of 5 stars
1949,Microphone not working after a week of purchase,Microphone not working after a week of purchase,1.0 out of 5 stars
1950,Don't Buy HP laptops.If you buy you lost your money,Very very bad experience with this laptop.Very very wrost product... don't buy hp laptops frequently got blue screen and blinking.I spend around 70k.Its totally waste ho virtual service very wrost not reply immediately,1.0 out of 5 stars
1951,"Horrible Product, never buy HP Laptop","&nbsp;Horrible experiance. First time I bought Laptop from Amazon and really horrible experiance. I ordered Laptop with Win10 but received Win11. After 1-day, Win11 crashed and now not able to Log-in. I have placed replacement request but it's showing some technician will visit to check the issue.<br>Please check attached Video. You can understand the issue.<br>I am in really helpless situation.",1.0 out of 5 stars
1952,Disgusting behaviour by Amazon,"As soon as the warranty period got over, laptop got defected .I complaind to hp care then it came to notice that amazone has not mentioned s.no in the bill for rectification of this error amazone took approx 18 days to correct the bill and for replacement of defective item Amazon is still making fool that your case is under escalation team and continuously giving new target date but not  giving resolution. I am totally feeling mentally harrashed",1.0 out of 5 stars
1953,"A laptop with decent hardware configuration, with out promised software","Good laptop with a decent hardware spec, was able try out some heavy graphics games and sever configuration. The disappointment was the promised MS word processing software with life long validity. Where the seller did not share the product key. This is a common scenario as many other buyers are also complaining. License software subscription is around INR 1200 per year, so please factor in that also in ur owner ship cost.<br><br>Again this kind of behaviour from one of the reputed sellers on the platform is disappointing.",1.0 out of 5 stars
1954,Atul Somoshi,Don't buy this product as in just 15 days the screen started blurring and one horizontal and vertical line appeared on laptop screen and laptop crashed. I used this laptop only twice for 3 hours and third time it crashed and service is also pathetic it has been 12 days but no one came for HP service yet. Don't waste your hard earned money on thia laptop.,1.0 out of 5 stars
1955,PLEASE DONT BUY HP LAPTOPS,Worst after sales service. Only one HP service centre for whole Bangalore. My screen had become dim suddenly one day. Travelled all the way to the service centre and handed it to them for repair. No response for last 10 days. They do not pick up the call on landline. Mobile is persistently switched off.Horrible service from so called world famous brand,1.0 out of 5 stars
1956,,,
1957,,,
1958,Terrible build quality,"Build of this laptop is absymal, low quality material used for the body.<br>And Amazon won't accept this as a reason for return, so I highly recommend not to buy this laptop, and shame on Amazon for not having a return option on the case of quality of a product.",1.0 out of 5 stars
1959,Stay away … faulty product. Waste of money,Within four months of purchase this laptop would switch off and refuse to open for days. I took HP support help and they changed motherboard and ram. Within 24 hrs the same issue was repeated and now nobody knows what to do. HP will not replace the laptop as it is now more than 6 months old and as a customer I am stuck.<br>So if you are me and want to avoid this situation stay away from purchase.,1.0 out of 5 stars
1960,Poor quality,Very poor quality product. Body seems and feel like plastic build,1.0 out of 5 stars
1961,Microphone not working after a week of purchase,Microphone not working after a week of purchase,1.0 out of 5 stars
1962,Don't Buy HP laptops.If you buy you lost your money,Very very bad experience with this laptop.Very very wrost product... don't buy hp laptops frequently got blue screen and blinking.I spend around 70k.Its totally waste ho virtual service very wrost not reply immediately,1.0 out of 5 stars
1963,"Horrible Product, never buy HP Laptop","&nbsp;Horrible experiance. First time I bought Laptop from Amazon and really horrible experiance. I ordered Laptop with Win10 but received Win11. After 1-day, Win11 crashed and now not able to Log-in. I have placed replacement request but it's showing some technician will visit to check the issue.<br>Please check attached Video. You can understand the issue.<br>I am in really helpless situation.",1.0 out of 5 stars
1964,Disgusting behaviour by Amazon,"As soon as the warranty period got over, laptop got defected .I complaind to hp care then it came to notice that amazone has not mentioned s.no in the bill for rectification of this error amazone took approx 18 days to correct the bill and for replacement of defective item Amazon is still making fool that your case is under escalation team and continuously giving new target date but not  giving resolution. I am totally feeling mentally harrashed",1.0 out of 5 stars
1965,"A laptop with decent hardware configuration, with out promised software","Good laptop with a decent hardware spec, was able try out some heavy graphics games and sever configuration. The disappointment was the promised MS word processing software with life long validity. Where the seller did not share the product key. This is a common scenario as many other buyers are also complaining. License software subscription is around INR 1200 per year, so please factor in that also in ur owner ship cost.<br><br>Again this kind of behaviour from one of the reputed sellers on the platform is disappointing.",1.0 out of 5 stars
1966,Atul Somoshi,Don't buy this product as in just 15 days the screen started blurring and one horizontal and vertical line appeared on laptop screen and laptop crashed. I used this laptop only twice for 3 hours and third time it crashed and service is also pathetic it has been 12 days but no one came for HP service yet. Don't waste your hard earned money on thia laptop.,1.0 out of 5 stars
1967,PLEASE DONT BUY HP LAPTOPS,Worst after sales service. Only one HP service centre for whole Bangalore. My screen had become dim suddenly one day. Travelled all the way to the service centre and handed it to them for repair. No response for last 10 days. They do not pick up the call on landline. Mobile is persistently switched off.Horrible service from so called world famous brand,1.0 out of 5 stars
1968,,,
1969,Superb powerful laptop,Great laptop… i dont know whether it is good for gaming… but the performance is fantastic. No lag at all,5.0 out of 5 stars
1970,Fantastic ultrabook around 63K INR budget.,"I bought this a few days ago, and I am glad I decided to make this purchase. This laptop is probably the only laptop in its segment that boasts such a spec heavy configuration without breaking the bank. The HP pavilion is such a compelling buy and boy does it deliver a premium experience throughout.<br>Having used a Pavilion 15 before, I gravitated towards the Pavilion series predominantly because of the typing experience and the speakers tuned by Bang and Olufsen! They sound mighty impressive for the price! It’s the same experience this time around. The audio is loud and crisp, and typing experience with 2 stage backlit chiclet keys is fantastic! They key travel and feedback is great. This probably is nitpicking, but the only gripe I have is the Power key is placed next to the Delete key. Although, accidentally pressing the power key won't turn off the device or put it to sleep. The 250 Nits IPS panel is crisp and bright for day to day indoor use. The viewing angles are great too with HDR playback support. Although, I would have loved atleast 300 nits plus panel given the price of the device. The chassis seems rigid and built to last! The top cover and the keyboard deck is metal, stays cool to touch as compared to the bottom cover which is plastic. The trackpad is quite large and supports windows gestures. The fingerprint reader is fast and accurate. The laptop remained silent during my entire sessions of document editing and reviewing. However, the fan kicked in during a windows update, and it was loud. The 43Wh cell helps this laptop with a good battery life. The 65-watt barrel pin charger helps in charging the device quickly, and the device can also be charged via PD enabled chargers via the Type-C port. One nifty addition is the HP Quickdrop. It lets users to transfer files back and forth with a companion mobile app. It’s a great addition for me as I can edit photos on Lightroom and quickly share them to my phone to be shared on social media! The i5 11 gen is a beast of a processor and it barely breaks a sweat during photo editing sessions. It can do some light title gaming with the Intel Iris Xe graphics.<br><br>Some closing thoughts:<br>The HP Pavilion with 16Gb RAM and 11th Gen Intel Core i5-1135G7 can be ideal machine for folks wanting a portable yet powerful machine without a hefty sticker price. It is like using a trimmed down version of HP ENVY without compromising on processing power. It has been a fantastic purchase so far!",5.0 out of 5 stars
1971,Very happy with the laptop,"Did a lot of research and landed on this laptop. I am not a gamer and didn't want a gaming laptop or a laptop with a dedicated graphics card. If that's your thing, then probably look elsewhere. Was not able to find this configuration anywhere for this price - 512gb SSD, 16gb RAM with i5 processor. It's an absolute beast. Everything flies and windows is looking so much better now (I was coming from a macbook pro). I was taken a back at how good this thing is. Does all the daily tasks without a sweat. The audio output is also decent (not great). Has a USB C port which can be used for charging (haven't tried this, but someone else had put a detailed review with this feature - check it out).<br><br>One con: If you close the lid and connect it to an external monitor, the wifi speed drops, if you're a bit far from your router. Let me explain: my office room is a bit far away from the router (don't ask me why I set it up like this). I took the laptop there and connected it to my monitor and closed the lid and kept it on a stand. The wifi became very slow. I disconnected the monitor and opened the lid and checked to see that the wifi speed was triple now. Googled and saw that the wifi antennas are below the trackpad - so someone suggested to keep the trackpad part of the laptop on top while placing it on the stand. This helped a bit; in the end, I kept the lid a wee bit open on the stand, and this solved the issue.",5.0 out of 5 stars
1972,One Of the Ideal Laptop for professional or student use.,"I have been using this laptop since August, it's very compact and lightweight. The weight distribution is good but you still cannot open the lid with one hand.<br><br>The screen is okay not the best I have seen but you can perform day to day task very easily.<br><br>Keyboard is quite good, the key travel is nice and the three-level backlight is awesome.<br><br>The battery is same as any slim professional laptop, gives 4-5 hrs battery backup in normal use and definitely this number reduces when heavy tasks are performed.<br><br>Fingerprint accuracy 8.5/10.<br><br>Upgradability is the single ssd that you can swap for more storage and from two- 8gb ram one them is upgradable.<br><br>Conclusion, this laptop is a very good performer in the basic to semi-heavy tasks. Due to lack of dedicated graphics card, games are not as smooth they should be but as a professional this device in one of the best.",5.0 out of 5 stars
1973,Excellent professional laptop,"Sleek design, light weight, easy to carry. Just love it!",5.0 out of 5 stars
1974,Powerpack laptop in good price,"Nice power pack laptop in good price, I have used lightroom and photoshop software at the same time and no lag or no hang issues with this laptop.",5.0 out of 5 stars
1975,Office use - happy with it,"Review post 1 week of laptop receipt + usage - Compact and very light to carry in ur bag pack without getting back ache, good typing experience along with backlit,  processor is just right for optimum office use, extended 2 yr warranty provided by HP makes u stress free (my another lenevo laptop died just 1 week post 1 yr std warranty i didn't buy extended warranty),  it has normal and sufficient ports that u need, good web cam, internal mic and beautiful speakers, head phone jack works well (took call using iphone 3.5mm wired headphone and worked perfectly fine for office meet). only issue is when click on date in system tray, it takes a while to load but that's bearable issue and not connected to HP hence fine.",5.0 out of 5 stars
1976,"Awesome laptop with great features , totally worth the price",I have been using the laptop for past few weeks.<br>(1) best laptop available with the given features at this price.i am a Dell fan and was comparing extensively then finally settled with HP.<br>(2) finger print senser is awesome. No more typing password and waiting<br>(3) the look and feel is premium (I got silver one)<br>(4) the windows and other software setup was effortless and fast<br>(5) the laptop works seemless for both work and entertainment<br>(6) MS office was available<br><br>Cons<br>(1) can heat up mildly after an hour of use.<br>Can easily handle it if you use a laptop stand and give enough ventilation,5.0 out of 5 stars
1977,Best laptop at this price range,I totally loved it ... will surely recommend others... thanks HP for wonderful laptop,5.0 out of 5 stars
1978,Excellent laptop.,"Awesome laptop. Great performance with 16 GB RAM and 512 GB SSD. Picture quality is awesome. Its anti glare screen is great.<br>It is already preloaded with Windows 11 and MS office home edition genuine version. So no piracy, and no virus.<br>Battery life is very good. Using laptop a month now for video editing, entertainment and gaming purposes. Awesome performance.",5.0 out of 5 stars
1979,,,
1980,Well I would love to say that the goods is excellent and worthy and delivered it safe,Well product is light in weight and super fast in working and friendly to use.<br>Best for the students I guess.,5.0 out of 5 stars
1981,Good return and replacement service,Thanks to Amazon's prompt service in taking a return back and full cash back that helped me to purchase a slightly bigger screen of 15+ inches HP Pavilion laptop.,5.0 out of 5 stars
1982,Amazing Product,I Got This Product from The Amazon so Amazing And Well packaged By The Seller  computronics and Got It In the Best Offer i am glad to purchase This laptop And satisfied by the seller Support. I give it 5 star Satisfied and amazing Seller. Trustfull Seller.,5.0 out of 5 stars
1983,All round Laptop!,"Its an All round Laptop. I had some initial problems with the product and had to replace two times. But eventually got a decent product.<br>Two things one should take into account. First, check the warranty status of the product. One of the replacements I had received had a older, already registered warranty. So I had to ask for replacement again.<br>Second. check the configurations thoroughly.<br><br>The product is good...but you need to check it thoroughly before keeping it.",5.0 out of 5 stars
1984,Light weight and very smooth,,5.0 out of 5 stars
1985,Genuine review,"After one month of use, I'm proud to say This HP product is one of the finest I've ever used. Everything thing is working fine 🙂 Except for camera quality which is not so good for meeting purposes &amp; the heating issues which make the battery drain faster. But the only solution to the heat is to add a fan or two as a cooler or else you can't achieve the best performance . Overall Loved it! You can definitely trust on this one! 😄💯",5.0 out of 5 stars
1986,2 month review,I purchased this laptop using exchange of old HP laptop. I was trying for Mi i7 laptop but at last went for this and I'm really happy as of now with decision. Laptop is very fast and no issue with anything. I wish it could have AMOLED display(which is not possible at this price).<br>I will put 1 year review for sure in future.<br>Pease consider this for office/college/daily use. You will not regret.,5.0 out of 5 stars
1987,Value for money,"Writing this review after 15 days of usage. The box contains the laptop and the charging cable. The laptop weighs  exactly 1.4 KG, and it's quite nice. It has all the specifications as advertised, i.e. 16 GB ram, and 500 GB NVME SSD. It does not have IR camera so no face unlocking will support. The finger print sensor is fast. Office 2019 is pre-installed and needs only to be activated, so while booting up for the first time it's best to have a mail id ready. the USB type C port is good and I have tested with data transfer only, not display and power output, although according to blogs and forums it will support both. Battery life is not completely tested but it's fairly ok, as of now I have got backup worth of definitely 6 hrs.",5.0 out of 5 stars
1988,Nice product,For office,5.0 out of 5 stars
1989,14” inch professional and classic Laptop,"Go for this laptop eyes closed, with this price 16 Gb ram is the best laptop to go for with the premium look and design. Use the laptop stand to maximize the productivity and durable life.<br><br>Cons - the screen cannot be rotated 180 degrees so can be problem with using at office with Laptop stand.<br>Finger sensor is not that great.",5.0 out of 5 stars
1990,,,
1991,,,
1992,Batter is draining fast,Performance is very good,5.0 out of 5 stars
1993,Keyboard is format is not so good,"The keyboard is not comfortable. PG Dan, up, home, end keys shouldn’t be there. When you try to hit enter key, you’ll end up hitting PG Dan key vice versa.",5.0 out of 5 stars
1994,Laptop,Just awesome ❤️,5.0 out of 5 stars
1995,Design is quite slick. Boot up time is impressive.,"Design is quite slick. Boot up time is impressive.<br>Ethernet port if given could have been useful, while traveling to places where wifi is not available &amp; only LAN connectivity is available.<br>In description ""Country of Origin"" was mentioned as India.<br>But on laptop &amp; its box, its mentioned its Made in China.<br>Seller expected to provide correct information in product description.",5.0 out of 5 stars
1996,Beast witha price for it,"Initially felt its too costly but trust me you ll never regret, its a charm to work on , i use it for coding and never got hung on anything",5.0 out of 5 stars
1997,Wah product delivery and quality service,&nbsp;All features,5.0 out of 5 stars
1998,Good laptop for coding and for working professional.,"Like- Display is good (but no antiglare)<br>  Sound quality and speed.<br><br>Dislike - Internal software of HP, it needs improvement.<br>Windows 11 bugs.",5.0 out of 5 stars
1999,Light weight and Super performance,Writing this after 1 month of usage. (No games)<br>With good specs performance is too good. Though battery life is average.<br>Only 1 USB port and no card reader.,5.0 out of 5 stars
2000,Nice laptop,Really a good product.... And there is no issue on delivery and product....... You can go blindly with this one.......THANK YOU AMAZON,5.0 out of 5 stars
2001,"Laptop is awesome, really happy with the quality","This laptop purchased for my son and my son is enjoying . Even I used this , The cost is worth as per the configurations .",5.0 out of 5 stars
2002,,,
2003,,,
2004,Batter is draining fast,Performance is very good,5.0 out of 5 stars
2005,Keyboard is format is not so good,"The keyboard is not comfortable. PG Dan, up, home, end keys shouldn’t be there. When you try to hit enter key, you’ll end up hitting PG Dan key vice versa.",5.0 out of 5 stars
2006,Laptop,Just awesome ❤️,5.0 out of 5 stars
2007,Design is quite slick. Boot up time is impressive.,"Design is quite slick. Boot up time is impressive.<br>Ethernet port if given could have been useful, while traveling to places where wifi is not available &amp; only LAN connectivity is available.<br>In description ""Country of Origin"" was mentioned as India.<br>But on laptop &amp; its box, its mentioned its Made in China.<br>Seller expected to provide correct information in product description.",5.0 out of 5 stars
2008,Beast witha price for it,"Initially felt its too costly but trust me you ll never regret, its a charm to work on , i use it for coding and never got hung on anything",5.0 out of 5 stars
2009,Wah product delivery and quality service,&nbsp;All features,5.0 out of 5 stars
2010,Good laptop for coding and for working professional.,"Like- Display is good (but no antiglare)<br>  Sound quality and speed.<br><br>Dislike - Internal software of HP, it needs improvement.<br>Windows 11 bugs.",5.0 out of 5 stars
2011,Light weight and Super performance,Writing this after 1 month of usage. (No games)<br>With good specs performance is too good. Though battery life is average.<br>Only 1 USB port and no card reader.,5.0 out of 5 stars
2012,Nice laptop,Really a good product.... And there is no issue on delivery and product....... You can go blindly with this one.......THANK YOU AMAZON,5.0 out of 5 stars
2013,"Laptop is awesome, really happy with the quality","This laptop purchased for my son and my son is enjoying . Even I used this , The cost is worth as per the configurations .",5.0 out of 5 stars
2014,,,
2015,"At this budget, it’s surely a go-to-device! Powerful!","Received this yesterday (04/03/2021). Prompt delivery by Amazon (as expected).<br><br>Clarifications/issue points:<br><br>1. It’s a plastic body and not aluminium.<br>2. Hinges do not lift the lower part of the laptop.<br>3. Fan noise is there and it tends to get a bit hot.<br>4. There’s no special point on the edge of the lid to easily open it. You need to struggle a bit.<br>5. Battery life is descent with normal everyday usage (apprx- 5-6 hours)<br>6. Quality of adapter is not that good and the pin connector is not that good in terms of quality. You have to be cautious.<br>7. Body is prone to scratches and if you buy silver colour, then they will be visible easily. So be cautious in that area as well.<br>8. The packaging quality seemed to be very low. It was all dusty. I had to clean a lot. Laptop also got some dust on it’s body although it was packed well inside a plastic sheet.<br><br>Pros:<br><br>1. Configuration is best at this price level.<br>2. Performance is excellent in terms of multi-media usage and online tasks.<br>3. Data transfer from various storage devices is a very fast.<br>4. It’s light weight as it’s a plastic build. But the plastic quality seems to be really sturdy.<br>5. Sound quality is also good but not very good or excellent as boasted in the ads or online reviews.<br>6. Display is average and gets the job done.<br>7. Typing on the keyboard is really good and large keys give you a sense of good confidence.<br>8. You get 476 GB of available SSD memory which I suppose is good enough. Good point- it’s expandable upto 1 TB.<br>9. Microsoft integration is seamless and quick.<br><br>Overall, at this price budget (INR-62990), it’s a really well thought product by HP.<br><br>I’ll update this review after one month of usage.",4.0 out of 5 stars
2016,Very good for professional,"Everything is good. But I am little bit disappointed , I was expecting better battery backup.",4.0 out of 5 stars
2017,High Performance packed in a sleek &amp; thin body,"As soon as I found 11gen Gen i5 at ~62K I got stuck at it &amp; after reading some initial reviews placed an order. Got it at promised time. Here's my review after 3 days.<br><br>Build &amp; Looks are awesome. Very thin &amp; sleek. Silver color adds to the classy looks. HP logo shining at the back further enhances it appearance. 1.4 Kg is not too light &amp; noticeable. People complaining about placement of Power Key button beside delete button but believe me it'll hardly ever come your way. The plastic feels like metal. The screen doesn't lift keyboard. Typing is a pleasure.<br><br>Performance is just awesome. Boots in seconds (5 - 6 sec) &amp; same way it shuts down. Finger print unlock is superfast. Apps opens in no time. Gestures works perfectly. All thanks to 11th Gen i5, 16GB Ram &amp; 512 NvMe SSD.<br><br>Features: Comes with ""Office Home &amp; Student 2019"" (didn't checked is it lifelong). Dropbox 25GB for 1 year also available. Comes with some HP apps &amp; Express VPN as well. HP quick drop helps you transfer files from your phone easily. It has Type C charging point but not sure if it is delivery charging or receiving charging point. Keyboard is backlit with two setting (full &amp; med bright).<br><br>Display: Didn't checked in daylight but at home it is very bright. Watching videos in FHD IPS display is a pleasure.<br><br>Camera is 720p Camera is OK. Pictures &amp; Videos are grainy. I won't be using it much so I'm fine with that.<br><br>Speakers is unbelievably very loud &amp; clear. At 67 its was reaching all across my apartment. Speakers are on the two sides below keyboard.<br><br>Only drawback I noticed was charging pin is too tight to push &amp; pull out.<br><br>I will be posting more updates on performance, battery etc &amp; also my overall experience as I keep using more &amp; more.<br><br>Update after 2 weeks:<br>After lot of research &amp; by doing practical I found that this Laptop can be charged by a Type-C charger. Believe me this is an exclusive piece of information, not many people knows this. HP call center didn't knew this, HP Showroom people don't know this, even when I asked question here someone provided wrong answer. This is an important information they should have mentioned in product detail that this Laptop supports Type C charging. I'm using HP original 65 W Type C power adapter to charge it. Attaching a photo. I did some research myself &amp; found its USB Type C port has Power Delivery (PD) which is bi-directional, so a device can either send or receive power. After reading this I ordered the Type C power adapter &amp; it worked.",4.0 out of 5 stars
2018,Overall performance till now is good.,Only cpu speed  I see different than mentioned in laptop  details.,4.0 out of 5 stars
2019,Model Number,"Can someone let me know what's the model number displaying in HP warranty support for Dv1001tu? I received this laptop today. Model number on the box , Laptop back panel and Specification details are matching . But when I am seeing in HP portal, it's showing DV1000",4.0 out of 5 stars
2020,MS office software,MS office 10 was in in the invoice.  After 1 year it is not working.,4.0 out of 5 stars
2021,Good but..,Everything  is good but the sound. Worst placement for speakers,4.0 out of 5 stars
2022,A good laptop from HP-Value worth,"The laptop on an offer on Amazon is a good buy . All throughout hv used Fujitsu only in the corporate and personal world . The HP Pavilion comes as a surprise  .<br><br>Positives<br>Light to carry , great screen display , perfect picture and a good bundling<br><br>Negatives<br>Only two UAB ports so you need a USB Bus , keyboard with backlit is at times blinding , keys are a bit flimsy and there is no accessory like a carry bag, mouse, mouse pad etc . Looks delicate overall as compared to much earlier versions<br><br>Overall a decent buy if you use an external keyboard and have a USB Hub .",4.0 out of 5 stars
2023,Indeed the best laptop for Business and Personal Use. Still a decent one for Gaming too.,"I was almost checking several laptops in the price range of 55K - 70K INR and finally took this HP Pavilion 2021 for a great deal. I was initially reluctant in buying this over Lenovo Legion or Ideapad later understood I have done the right thing.<br><br>Coming back to the specs and overall review, just one word this laptop is AMAZING and worth buying. The bootup time is just 3 seconds. Intel Core i7 (11 Gen) is mind-boggling and SSD is an added advantage. The camera quality is convincing and the charging speed is okay. MS office students pack is a worthier inclusion and WIN 11 auto-update is top-notch.<br><br>The only con I felt in this device is a minute and very milder earth shocks observed in the other bezels (owing to the metal bezels) which is bearable.",4.0 out of 5 stars
2024,Good for home use,"The laptop is compact and light. Good bright screen resolution. Perfect size for my requirements for home usage and for my singing. While copying files from my hard drive, the computer kept hanging off and on and gave me trouble . Have been trying to delete old files after transferring to the new computer. Also difficult to get used to the absence of a right click option without a mouse. Overall hence a 4 rating.",4.0 out of 5 stars
2025,,,
2026,,,
2027,Great laptop with worst display,Bought this laptop for personal use after extensive research. Everything works fantabulous only draw back is the scree where an yellowish tint always there. Compared with other hp laptops model but white is not rich it's a mix of yellow. Hp support team doesn't provide a proper help. You have to bare with this scree.,4.0 out of 5 stars
2028,Productis missing SD card input and not matching with Actual spec,Productis missing SD card input and not matching with Actual specification.<br>Rest all are good<br>Once replaced but still got same config. Since I had an urgent requirement of Laptop on a work didn't changed second time. Could have been maintained the same specification. Not confident.,4.0 out of 5 stars
2029,"So far so good, liking it.","Just set it up. Is light and efficient. Can feel the heating up of the board. Hopefully, it does not get too hot. Will update after a month of usage.",4.0 out of 5 stars
2030,HP Pavilion 2021 ( 14-dv0054TU ) Review,HP Pavilion laptop is slim &amp; look premium. It's design as similar to Apple Macbook Air. I had a another HP Pavilion laptop but it had a complaint that if you open the lap the keyboard cover will slightly bend. This HP Pavilion laptop solve it's problem.<br><br>Advantage<br>1. Light Weight<br>2. Slim Body<br>3. Great Display &amp; Camera<br>4. Enriched Bang &amp; Olufsen sound<br>5. Output heat is place between screen<br><br>Disadvantage<br>1. To make laptop slim they had to remove Lan/Ethernet<br>2. The Key are white. Some time we have to turn off to see the letter of the key<br>3. Need to buy Adapter for Lan/Ethernet supply<br>4. There are 2 USB  &amp; One Type C USB. If u need to connect more device buy a<br>5. Some time it is hard to physical connect to USB A<br><br>Conclusion: Since it has some drawback. I did buy the product for it's price &amp; it's Brand Also. I loved it,4.0 out of 5 stars
2031,Better,Overall goof,4.0 out of 5 stars
2032,Improvements at its best,"Needs Improvement at graphics level, and battery life but as of now m enough with price and product.<br>when we get machine with such advance configuration we expect it with perfection and better services included.",4.0 out of 5 stars
2033,HP looks great,Laptop performance great. Worth to buy. Light weight and easy to carry,4.0 out of 5 stars
2034,Satisfied,Its good,4.0 out of 5 stars
2035,Good,Good but little pricey,4.0 out of 5 stars
2036,It's good but add some features and try to minize heating,Battery life is around 6 hrs<br>Brightness is ok and good about keylit function<br>Light weight is true it's esay to carry everywhere<br>Improvement requires heating is quickly so try to minimize it<br>Esay to  use but addition features requires because in same price another company gives additional benifit in that price so try to improve featured because it's costlier but not sense like not included featured and not giving leptop bag with leptop so company gives some bag to carry it<br>Likewise  good yet to be I'm not facing any issue and let's see how smoothly runs in foreseeable future and how's it's quality,4.0 out of 5 stars
2037,,,
2038,,,
